age,monthly_income,monthly_expenses,monthly_surplus,savings,existing_investments,monthly_emi,investment_horizon,investment_experience,reaction_to_market_loss,investment_frequency,liquidity_preference,investment_goal,risk_questionnaire_score,risk_profile,savings_ratio,expense_ratio,emi_to_income_ratio,investment_to_income_ratio
33,42000.0,27900.0,12300.0,218000,56000.0,1800,9,1,1,QUARTERLY,LOW,WEALTH_CREATION,43.0,MEDIUM,0.43253968253968256,0.6642857142857143,0.04285714285714286,0.1111111111111111
30,86000.0,40200.0,20900.0,2181000,828000.0,24900,5,2,3,QUARTERLY,MEDIUM,SHORT_TERM_GOAL,66.0,HIGH,2.113372093023256,0.46744186046511627,0.2895348837209302,0.8023255813953488
24,59000.0,38300.0,14200.0,778000,464000.0,6500,8,4,3,QUARTERLY,HIGH,SHORT_TERM_GOAL,73.0,HIGH,1.0988700564971752,0.6491525423728813,0.11016949152542373,0.655367231638418
30,51000.0,35300.0,14000.0,527000,247000.0,1700,1,2,2,RARELY,MEDIUM,WEALTH_CREATION,48.0,HIGH,0.8611111111111112,0.692156862745098,0.03333333333333333,0.4035947712418301
50,101000.0,59300.0,11400.0,1477000,154000.0,30300,3,2,2,QUARTERLY,LOW,WEALTH_CREATION,59.0,HIGH,1.2186468646864685,0.5871287128712871,0.3,0.12706270627062707
54,99000.0,34100.0,27700.0,901000,121000.0,37200,20,3,5,RARELY,HIGH,WEALTH_CREATION,85.0,HIGH,0.7584175084175084,0.34444444444444444,0.37575757575757573,0.10185185185185185
49,26000.0,15700.0,5400.0,303000,84000.0,4900,14,1,2,RARELY,HIGH,WEALTH_CREATION,22.0,MEDIUM,0.9711538461538461,0.6038461538461538,0.18846153846153846,0.2692307692307692
32,60000.0,36200.0,16700.0,148000,32000.0,7100,7,4,3,RARELY,HIGH,WEALTH_CREATION,69.0,MEDIUM,0.20555555555555555,0.6033333333333334,0.11833333333333333,0.044444444444444446
29,230000.0,156300.0,28500.0,3205000,468000.0,45200,6,4,1,MONTHLY,MEDIUM,WEALTH_CREATION,76.0,HIGH,1.161231884057971,0.6795652173913044,0.19652173913043477,0.16956521739130434
50,103000.0,79400.0,3100.0,1013000,391000.0,20500,5,2,3,MONTHLY,LOW,TAX_SAVING,80.0,HIGH,0.81957928802589,0.7708737864077669,0.19902912621359223,0.3163430420711974
52,97000.0,38100.0,34200.0,503000,19000.0,24700,11,2,2,MONTHLY,MEDIUM,WEALTH_CREATION,54.0,HIGH,0.4321305841924399,0.39278350515463917,0.25463917525773194,0.01632302405498282
59,61000.0,37500.0,0.0,1052000,42000.0,28000,3,2,3,MONTHLY,MEDIUM,WEALTH_CREATION,68.0,MEDIUM,1.4371584699453552,0.6147540983606558,0.45901639344262296,0.05737704918032787
39,71000.0,47300.0,0.0,954000,285000.0,24700,1,1,4,QUARTERLY,MEDIUM,SHORT_TERM_GOAL,56.0,LOW,1.119718309859155,0.6661971830985915,0.34788732394366195,0.3345070422535211
50,70000.0,37900.0,14000.0,181000,6000.0,18100,2,3,1,MONTHLY,LOW,WEALTH_CREATION,66.0,MEDIUM,0.2154761904761905,0.5414285714285715,0.25857142857142856,0.007142857142857143
55,73000.0,42400.0,13200.0,945000,488000.0,17400,2,1,1,RARELY,MEDIUM,RETIREMENT,42.0,MEDIUM,1.0787671232876712,0.5808219178082191,0.23835616438356164,0.5570776255707762
24,49000.0,33300.0,3500.0,1544000,480000.0,12200,6,1,3,MONTHLY,MEDIUM,TAX_SAVING,46.0,HIGH,2.6258503401360542,0.6795918367346939,0.24897959183673468,0.8163265306122449
61,36000.0,23100.0,0.0,856000,412000.0,14200,9,1,3,MONTHLY,LOW,WEALTH_CREATION,66.0,HIGH,1.9814814814814814,0.6416666666666667,0.39444444444444443,0.9537037037037037
52,82000.0,61100.0,1600.0,397000,124000.0,19300,6,3,4,RARELY,LOW,WEALTH_CREATION,74.0,HIGH,0.4034552845528455,0.7451219512195122,0.23536585365853657,0.12601626016260162
21,62000.0,37000.0,20900.0,218000,48000.0,4100,3,3,5,RARELY,HIGH,WEALTH_CREATION,62.0,HIGH,0.29301075268817206,0.5967741935483871,0.06612903225806452,0.06451612903225806
53,41000.0,28400.0,9900.0,289000,99000.0,2700,3,2,2,RARELY,MEDIUM,EMERGENCY_FUND,50.0,LOW,0.5873983739837398,0.6926829268292682,0.06585365853658537,0.20121951219512196
42,28000.0,14600.0,8500.0,19000,8000.0,4900,7,1,4,MONTHLY,MEDIUM,EMERGENCY_FUND,74.0,LOW,0.05654761904761905,0.5214285714285715,0.175,0.023809523809523808
25,35000.0,26800.0,7000.0,431000,94000.0,1200,8,2,3,MONTHLY,HIGH,WEALTH_CREATION,68.0,HIGH,1.026190476190476,0.7657142857142857,0.03428571428571429,0.22380952380952382
48,73000.0,28600.0,42300.0,1177000,363000.0,2100,20,2,3,QUARTERLY,MEDIUM,WEALTH_CREATION,76.0,HIGH,1.3436073059360731,0.3917808219178082,0.028767123287671233,0.4143835616438356
53,91000.0,57300.0,28200.0,819000,69000.0,5500,3,1,1,MONTHLY,HIGH,WEALTH_CREATION,36.0,LOW,0.75,0.6296703296703297,0.06043956043956044,0.06318681318681318
51,26000.0,21500.0,4100.0,612000,94000.0,400,4,1,1,MONTHLY,LOW,EMERGENCY_FUND,54.0,HIGH,1.9615384615384615,0.8269230769230769,0.015384615384615385,0.30128205128205127
57,92000.0,54200.0,28400.0,556000,134000.0,9400,2,2,3,RARELY,HIGH,EMERGENCY_FUND,51.0,LOW,0.5036231884057971,0.5891304347826087,0.10217391304347827,0.1213768115942029
44,117000.0,59500.0,0.0,1648000,590000.0,64300,6,3,3,MONTHLY,MEDIUM,TAX_SAVING,68.0,HIGH,1.1737891737891737,0.5085470085470085,0.5495726495726496,0.4202279202279202
52,115000.0,105800.0,0.0,1466000,706000.0,11500,2,1,2,MONTHLY,MEDIUM,WEALTH_CREATION,55.0,HIGH,1.0623188405797102,0.92,0.1,0.5115942028985507
32,71000.0,19000.0,25200.0,234000,140000.0,26800,3,1,4,MONTHLY,LOW,EMERGENCY_FUND,68.0,MEDIUM,0.2746478873239437,0.2676056338028169,0.37746478873239436,0.1643192488262911
56,46000.0,40300.0,0.0,296000,47000.0,10900,3,2,2,MONTHLY,MEDIUM,WEALTH_CREATION,46.0,MEDIUM,0.5362318840579711,0.8760869565217392,0.23695652173913043,0.08514492753623189
53,126000.0,82100.0,33300.0,1927000,469000.0,10600,8,1,3,LUMP_SUM,LOW,RETIREMENT,86.0,HIGH,1.2744708994708995,0.6515873015873016,0.08412698412698413,0.3101851851851852
34,60000.0,38500.0,16200.0,436000,225000.0,5300,6,1,4,LUMP_SUM,LOW,SHORT_TERM_GOAL,71.0,MEDIUM,0.6055555555555555,0.6416666666666667,0.08833333333333333,0.3125
41,127000.0,68100.0,50000.0,950000,302000.0,8900,1,3,3,MONTHLY,LOW,WEALTH_CREATION,96.0,HIGH,0.6233595800524935,0.5362204724409448,0.07007874015748032,0.19816272965879264
31,55000.0,27100.0,0.0,435000,6000.0,29100,15,3,3,QUARTERLY,MEDIUM,WEALTH_CREATION,75.0,MEDIUM,0.6590909090909091,0.49272727272727274,0.5290909090909091,0.00909090909090909
59,44000.0,30100.0,8300.0,1368000,228000.0,5600,7,2,2,MONTHLY,HIGH,WEALTH_CREATION,69.0,HIGH,2.590909090909091,0.6840909090909091,0.12727272727272726,0.4318181818181818
49,75000.0,17100.0,50800.0,336000,44000.0,7100,12,1,3,QUARTERLY,MEDIUM,RETIREMENT,58.0,HIGH,0.37333333333333335,0.228,0.09466666666666666,0.04888888888888889
41,124000.0,79100.0,37300.0,859000,192000.0,7600,5,1,3,MONTHLY,MEDIUM,RETIREMENT,52.0,HIGH,0.5772849462365591,0.6379032258064516,0.06129032258064516,0.12903225806451613
48,60000.0,31300.0,5200.0,560000,66000.0,23500,3,1,2,QUARTERLY,MEDIUM,SHORT_TERM_GOAL,48.0,LOW,0.7777777777777778,0.5216666666666666,0.39166666666666666,0.09166666666666666
23,20000.0,10500.0,6900.0,188000,50000.0,2600,20,4,1,LUMP_SUM,LOW,SHORT_TERM_GOAL,74.0,HIGH,0.7833333333333333,0.525,0.13,0.20833333333333334
62,88000.0,30900.0,31600.0,1652000,1048000.0,25500,2,2,4,MONTHLY,HIGH,SHORT_TERM_GOAL,57.0,HIGH,1.5643939393939394,0.35113636363636364,0.2897727272727273,0.9924242424242424
50,48000.0,36400.0,3800.0,1950000,972000.0,7800,11,3,4,MONTHLY,HIGH,TAX_SAVING,79.0,HIGH,3.3854166666666665,0.7583333333333333,0.1625,1.6875
21,91000.0,66400.0,0.0,2906000,50000.0,31500,18,3,5,LUMP_SUM,HIGH,RETIREMENT,65.0,HIGH,2.661172161172161,0.7296703296703296,0.34615384615384615,0.045787545787545784
57,206000.0,134900.0,50600.0,609000,107000.0,20500,5,2,1,MONTHLY,MEDIUM,WEALTH_CREATION,51.0,HIGH,0.24635922330097088,0.6548543689320389,0.09951456310679611,0.043284789644012944
32,121000.0,69600.0,21400.0,875000,175000.0,30000,4,1,4,RARELY,HIGH,WEALTH_CREATION,32.0,LOW,0.6026170798898072,0.5752066115702479,0.24793388429752067,0.12052341597796143
64,48000.0,28300.0,15600.0,369000,50000.0,4100,14,3,2,MONTHLY,LOW,WEALTH_CREATION,60.0,HIGH,0.640625,0.5895833333333333,0.08541666666666667,0.08680555555555555
49,34000.0,22800.0,0.0,238000,123000.0,11900,6,1,2,RARELY,HIGH,RETIREMENT,49.0,LOW,0.5833333333333334,0.6705882352941176,0.35,0.3014705882352941
65,59000.0,29200.0,27200.0,319000,111000.0,2600,5,2,2,QUARTERLY,MEDIUM,TAX_SAVING,65.0,HIGH,0.4505649717514124,0.49491525423728816,0.04406779661016949,0.15677966101694915
56,49000.0,19500.0,17200.0,460000,86000.0,12300,4,1,3,MONTHLY,LOW,TAX_SAVING,72.0,HIGH,0.782312925170068,0.3979591836734694,0.2510204081632653,0.14625850340136054
44,93000.0,65300.0,0.0,468000,172000.0,27700,13,1,2,QUARTERLY,HIGH,SHORT_TERM_GOAL,44.0,LOW,0.41935483870967744,0.7021505376344086,0.2978494623655914,0.15412186379928317
63,52000.0,27300.0,13500.0,384000,106000.0,11200,7,1,3,MONTHLY,MEDIUM,WEALTH_CREATION,59.0,HIGH,0.6153846153846154,0.525,0.2153846153846154,0.16987179487179488
60,100000.0,82900.0,11800.0,654000,34000.0,5300,17,2,3,LUMP_SUM,MEDIUM,EMERGENCY_FUND,84.0,MEDIUM,0.545,0.829,0.053,0.028333333333333332
40,53000.0,22800.0,22300.0,770000,181000.0,7900,4,2,3,RARELY,MEDIUM,RETIREMENT,69.0,HIGH,1.2106918238993711,0.43018867924528303,0.1490566037735849,0.28459119496855345
65,142000.0,130600.0,0.0,458000,78000.0,15700,2,1,1,MONTHLY,MEDIUM,WEALTH_CREATION,51.0,LOW,0.2687793427230047,0.9197183098591549,0.11056338028169015,0.045774647887323945
45,36000.0,22300.0,8800.0,223000,25000.0,4900,1,1,3,MONTHLY,MEDIUM,EMERGENCY_FUND,76.0,MEDIUM,0.5162037037037037,0.6194444444444445,0.1361111111111111,0.05787037037037037
63,67000.0,36400.0,21300.0,198000,27000.0,9300,5,3,1,LUMP_SUM,MEDIUM,TAX_SAVING,59.0,MEDIUM,0.2462686567164179,0.5432835820895522,0.13880597014925372,0.033582089552238806
27,82000.0,44000.0,24400.0,313000,46000.0,13600,8,2,1,MONTHLY,MEDIUM,RETIREMENT,61.0,MEDIUM,0.31808943089430897,0.5365853658536586,0.16585365853658537,0.046747967479674794
21,89000.0,46000.0,37600.0,2486000,176000.0,5400,17,1,4,QUARTERLY,HIGH,WEALTH_CREATION,52.0,HIGH,2.3277153558052435,0.5168539325842697,0.060674157303370786,0.1647940074906367
58,187000.0,78100.0,19200.0,4031000,1167000.0,89700,4,3,1,QUARTERLY,MEDIUM,RETIREMENT,68.0,HIGH,1.7963458110516934,0.4176470588235294,0.47967914438502673,0.5200534759358288
50,45000.0,15000.0,26900.0,184000,116000.0,3100,14,1,3,MONTHLY,LOW,WEALTH_CREATION,62.0,HIGH,0.34074074074074073,0.3333333333333333,0.06888888888888889,0.21481481481481482
28,55000.0,34700.0,15100.0,268000,109000.0,5200,5,1,1,QUARTERLY,MEDIUM,SHORT_TERM_GOAL,38.0,MEDIUM,0.40606060606060607,0.6309090909090909,0.09454545454545454,0.16515151515151516
37,71000.0,33200.0,36100.0,305000,94000.0,1700,7,1,3,QUARTERLY,LOW,RETIREMENT,61.0,HIGH,0.357981220657277,0.4676056338028169,0.023943661971830985,0.11032863849765258
41,81000.0,53900.0,11300.0,1249000,690000.0,15800,17,2,1,MONTHLY,LOW,WEALTH_CREATION,64.0,HIGH,1.2849794238683128,0.6654320987654321,0.19506172839506172,0.7098765432098766
34,109000.0,60000.0,45500.0,1761000,205000.0,3500,4,1,3,LUMP_SUM,MEDIUM,WEALTH_CREATION,56.0,HIGH,1.3463302752293578,0.5504587155963303,0.03211009174311927,0.15672782874617738
55,176000.0,137100.0,37900.0,1608000,434000.0,1000,16,3,1,MONTHLY,HIGH,TAX_SAVING,57.0,HIGH,0.7613636363636364,0.7789772727272727,0.005681818181818182,0.20549242424242425
43,61000.0,41800.0,2400.0,1914000,1072000.0,16800,7,1,3,MONTHLY,MEDIUM,RETIREMENT,58.0,HIGH,2.6147540983606556,0.6852459016393443,0.2754098360655738,1.46448087431694
48,45000.0,32500.0,0.0,402000,190000.0,12700,10,3,2,LUMP_SUM,HIGH,RETIREMENT,51.0,HIGH,0.7444444444444445,0.7222222222222222,0.2822222222222222,0.35185185185185186
42,47000.0,20700.0,22100.0,377000,154000.0,4200,8,3,4,LUMP_SUM,MEDIUM,RETIREMENT,92.0,HIGH,0.6684397163120568,0.44042553191489364,0.08936170212765958,0.2730496453900709
42,22000.0,16700.0,1200.0,243000,144000.0,4100,5,2,1,MONTHLY,HIGH,TAX_SAVING,42.0,MEDIUM,0.9204545454545454,0.759090909090909,0.18636363636363637,0.5454545454545454
27,39000.0,20900.0,0.0,680000,16000.0,19200,2,2,1,LUMP_SUM,MEDIUM,TAX_SAVING,47.0,LOW,1.452991452991453,0.5358974358974359,0.49230769230769234,0.03418803418803419
54,76000.0,50800.0,10400.0,157000,62000.0,14800,21,4,5,MONTHLY,HIGH,RETIREMENT,90.0,HIGH,0.17214912280701755,0.6684210526315789,0.19473684210526315,0.06798245614035088
51,91000.0,39700.0,11800.0,44000,1000.0,39500,9,4,4,LUMP_SUM,HIGH,WEALTH_CREATION,76.0,MEDIUM,0.040293040293040296,0.43626373626373627,0.4340659340659341,0.0009157509157509158
21,65000.0,52600.0,3500.0,1358000,284000.0,8900,14,4,3,QUARTERLY,MEDIUM,WEALTH_CREATION,86.0,HIGH,1.741025641025641,0.8092307692307692,0.13692307692307693,0.3641025641025641
40,115000.0,76400.0,33100.0,319000,53000.0,5500,5,4,4,MONTHLY,MEDIUM,SHORT_TERM_GOAL,82.0,HIGH,0.23115942028985506,0.6643478260869565,0.04782608695652174,0.03840579710144928
37,74000.0,34700.0,22300.0,637000,84000.0,17000,4,2,2,QUARTERLY,MEDIUM,TAX_SAVING,55.0,MEDIUM,0.7173423423423423,0.4689189189189189,0.22972972972972974,0.0945945945945946
48,42000.0,23700.0,8600.0,1843000,52000.0,9700,7,2,1,MONTHLY,HIGH,WEALTH_CREATION,42.0,HIGH,3.6567460317460316,0.5642857142857143,0.23095238095238096,0.10317460317460317
45,34000.0,20200.0,9400.0,341000,88000.0,4400,3,1,3,MONTHLY,LOW,RETIREMENT,49.0,HIGH,0.8357843137254902,0.5941176470588235,0.12941176470588237,0.21568627450980393
59,60000.0,34400.0,13000.0,1180000,228000.0,12600,2,4,3,MONTHLY,MEDIUM,WEALTH_CREATION,97.0,HIGH,1.6388888888888888,0.5733333333333334,0.21,0.31666666666666665
59,46000.0,30100.0,13500.0,555000,81000.0,2400,16,5,3,MONTHLY,MEDIUM,TAX_SAVING,94.0,HIGH,1.0054347826086956,0.6543478260869565,0.05217391304347826,0.14673913043478262
64,89000.0,44200.0,39000.0,779000,96000.0,5800,5,4,3,RARELY,MEDIUM,WEALTH_CREATION,74.0,HIGH,0.7294007490636704,0.4966292134831461,0.0651685393258427,0.0898876404494382
56,34000.0,29900.0,0.0,783000,248000.0,10300,7,2,3,LUMP_SUM,MEDIUM,WEALTH_CREATION,71.0,HIGH,1.9191176470588236,0.8794117647058823,0.3029411764705882,0.6078431372549019
31,31000.0,26800.0,0.0,313000,43000.0,7400,19,2,3,RARELY,LOW,WEALTH_CREATION,75.0,HIGH,0.8413978494623656,0.864516129032258,0.23870967741935484,0.11559139784946236
45,24000.0,14100.0,6300.0,173000,28000.0,3600,2,1,4,RARELY,MEDIUM,TAX_SAVING,49.0,MEDIUM,0.6006944444444444,0.5875,0.15,0.09722222222222222
36,195000.0,110500.0,72900.0,1567000,355000.0,11600,5,2,2,LUMP_SUM,HIGH,WEALTH_CREATION,60.0,MEDIUM,0.6696581196581196,0.5666666666666667,0.059487179487179485,0.1517094017094017
39,69000.0,40700.0,20500.0,1142000,521000.0,7800,16,4,4,MONTHLY,LOW,TAX_SAVING,90.0,HIGH,1.3792270531400965,0.5898550724637681,0.11304347826086956,0.6292270531400966
29,116000.0,76500.0,26200.0,2317000,83000.0,13300,13,4,2,QUARTERLY,MEDIUM,SHORT_TERM_GOAL,63.0,HIGH,1.6645114942528736,0.6594827586206896,0.1146551724137931,0.05962643678160919
22,37000.0,17000.0,16100.0,305000,59000.0,3900,8,3,4,MONTHLY,LOW,RETIREMENT,88.0,HIGH,0.6869369369369369,0.4594594594594595,0.10540540540540541,0.13288288288288289
51,43000.0,20200.0,18900.0,454000,81000.0,3900,14,2,5,MONTHLY,MEDIUM,EMERGENCY_FUND,87.0,HIGH,0.8798449612403101,0.4697674418604651,0.09069767441860466,0.1569767441860465
56,20000.0,13200.0,5100.0,42000,14000.0,1700,10,1,3,LUMP_SUM,HIGH,EMERGENCY_FUND,33.0,LOW,0.175,0.66,0.085,0.058333333333333334
21,79000.0,50100.0,11100.0,2114000,453000.0,17800,12,2,3,LUMP_SUM,MEDIUM,EMERGENCY_FUND,49.0,HIGH,2.229957805907173,0.6341772151898735,0.22531645569620254,0.4778481012658228
33,160000.0,106500.0,12300.0,4658000,1670000.0,41200,5,3,3,QUARTERLY,LOW,SHORT_TERM_GOAL,86.0,HIGH,2.426041666666667,0.665625,0.2575,0.8697916666666666
27,60000.0,34900.0,14800.0,509000,174000.0,10300,2,4,3,MONTHLY,HIGH,WEALTH_CREATION,64.0,HIGH,0.7069444444444445,0.5816666666666667,0.17166666666666666,0.24166666666666667
63,28000.0,21600.0,2400.0,882000,262000.0,4000,6,1,4,RARELY,HIGH,RETIREMENT,57.0,HIGH,2.625,0.7714285714285715,0.14285714285714285,0.7797619047619048
52,138000.0,69300.0,39600.0,1877000,352000.0,29100,3,1,4,MONTHLY,HIGH,TAX_SAVING,58.0,HIGH,1.1334541062801933,0.5021739130434782,0.2108695652173913,0.21256038647342995
49,22000.0,9000.0,10900.0,202000,44000.0,2100,8,2,2,LUMP_SUM,LOW,RETIREMENT,56.0,HIGH,0.7651515151515151,0.4090909090909091,0.09545454545454546,0.16666666666666666
63,208000.0,147600.0,53800.0,1492000,60000.0,6600,4,1,3,RARELY,LOW,RETIREMENT,62.0,MEDIUM,0.5977564102564102,0.7096153846153846,0.03173076923076923,0.02403846153846154
48,119000.0,62900.0,52000.0,1228000,124000.0,4100,1,2,3,MONTHLY,LOW,WEALTH_CREATION,92.0,HIGH,0.8599439775910365,0.5285714285714286,0.034453781512605045,0.08683473389355742
63,87000.0,53400.0,15100.0,1273000,251000.0,18500,17,2,1,MONTHLY,LOW,SHORT_TERM_GOAL,54.0,HIGH,1.2193486590038314,0.6137931034482759,0.21264367816091953,0.24042145593869732
25,116000.0,77000.0,24500.0,782000,106000.0,14500,17,1,3,MONTHLY,MEDIUM,SHORT_TERM_GOAL,59.0,HIGH,0.5617816091954023,0.6637931034482759,0.125,0.07614942528735633
48,93000.0,76100.0,16100.0,1620000,617000.0,800,14,1,3,MONTHLY,LOW,RETIREMENT,58.0,HIGH,1.4516129032258065,0.8182795698924731,0.008602150537634409,0.5528673835125448
56,130000.0,101000.0,100.0,4642000,294000.0,28900,2,1,2,RARELY,MEDIUM,EMERGENCY_FUND,47.0,HIGH,2.9756410256410257,0.7769230769230769,0.22230769230769232,0.18846153846153846
37,124000.0,114000.0,0.0,2770000,768000.0,20600,16,5,1,LUMP_SUM,HIGH,EMERGENCY_FUND,58.0,HIGH,1.8615591397849462,0.9193548387096774,0.16612903225806452,0.5161290322580645
47,74000.0,30200.0,19000.0,518000,177000.0,24800,9,2,3,QUARTERLY,HIGH,RETIREMENT,47.0,HIGH,0.5833333333333334,0.4081081081081081,0.33513513513513515,0.19932432432432431
36,313000.0,202800.0,64200.0,1781000,517000.0,46000,2,1,4,MONTHLY,MEDIUM,WEALTH_CREATION,63.0,HIGH,0.47417465388711394,0.6479233226837061,0.14696485623003194,0.13764643237486687
43,35000.0,16500.0,9200.0,380000,143000.0,9300,16,2,2,MONTHLY,MEDIUM,EMERGENCY_FUND,55.0,HIGH,0.9047619047619048,0.4714285714285714,0.26571428571428574,0.3404761904761905
50,141000.0,85900.0,31700.0,512000,82000.0,23400,4,1,3,LUMP_SUM,LOW,EMERGENCY_FUND,64.0,LOW,0.30260047281323876,0.6092198581560284,0.16595744680851063,0.04846335697399527
48,60000.0,30200.0,19500.0,741000,243000.0,10300,9,1,1,MONTHLY,LOW,RETIREMENT,59.0,HIGH,1.0291666666666666,0.5033333333333333,0.17166666666666666,0.3375
61,59000.0,51500.0,0.0,325000,141000.0,7800,3,3,3,RARELY,HIGH,SHORT_TERM_GOAL,68.0,LOW,0.4590395480225989,0.8728813559322034,0.13220338983050847,0.19915254237288135
48,136000.0,85100.0,0.0,1584000,232000.0,59400,2,4,3,RARELY,MEDIUM,RETIREMENT,60.0,MEDIUM,0.9705882352941176,0.6257352941176471,0.43676470588235294,0.14215686274509803
24,39000.0,14900.0,17900.0,149000,41000.0,6200,7,1,1,LUMP_SUM,MEDIUM,TAX_SAVING,58.0,LOW,0.31837606837606836,0.382051282051282,0.15897435897435896,0.0876068376068376
57,54000.0,19700.0,22900.0,505000,72000.0,11400,2,5,2,QUARTERLY,MEDIUM,TAX_SAVING,71.0,HIGH,0.779320987654321,0.3648148148148148,0.2111111111111111,0.1111111111111111
36,89000.0,46300.0,37000.0,1031000,635000.0,5700,5,1,3,MONTHLY,LOW,WEALTH_CREATION,57.0,HIGH,0.9653558052434457,0.5202247191011236,0.06404494382022471,0.5945692883895131
33,79000.0,52400.0,9600.0,1548000,18000.0,17000,8,2,1,MONTHLY,LOW,EMERGENCY_FUND,54.0,HIGH,1.6329113924050633,0.6632911392405063,0.21518987341772153,0.0189873417721519
57,57000.0,25100.0,18700.0,290000,121000.0,13200,11,1,4,RARELY,LOW,TAX_SAVING,71.0,HIGH,0.4239766081871345,0.44035087719298244,0.23157894736842105,0.17690058479532164
61,39000.0,12400.0,12600.0,80000,22000.0,14000,2,3,5,RARELY,MEDIUM,SHORT_TERM_GOAL,79.0,MEDIUM,0.17094017094017094,0.31794871794871793,0.358974358974359,0.04700854700854701
37,70000.0,32900.0,30600.0,612000,47000.0,6500,13,3,3,QUARTERLY,MEDIUM,WEALTH_CREATION,70.0,HIGH,0.7285714285714285,0.47,0.09285714285714286,0.055952380952380955
54,21000.0,9900.0,8600.0,409000,115000.0,2500,23,3,2,MONTHLY,HIGH,WEALTH_CREATION,62.0,HIGH,1.623015873015873,0.4714285714285714,0.11904761904761904,0.45634920634920634
22,26000.0,21900.0,0.0,216000,3000.0,8600,6,1,4,LUMP_SUM,HIGH,EMERGENCY_FUND,53.0,LOW,0.6923076923076923,0.8423076923076923,0.33076923076923076,0.009615384615384616
52,27000.0,16900.0,0.0,488000,277000.0,12500,8,2,2,MONTHLY,MEDIUM,SHORT_TERM_GOAL,57.0,MEDIUM,1.5061728395061729,0.6259259259259259,0.46296296296296297,0.8549382716049383
56,78000.0,61300.0,0.0,705000,342000.0,39800,4,2,4,QUARTERLY,MEDIUM,TAX_SAVING,69.0,MEDIUM,0.7532051282051282,0.7858974358974359,0.5102564102564102,0.36538461538461536
32,91000.0,60800.0,8600.0,1414000,686000.0,21600,1,2,4,MONTHLY,HIGH,TAX_SAVING,75.0,HIGH,1.294871794871795,0.6681318681318681,0.23736263736263735,0.6282051282051282
27,67000.0,45200.0,200.0,1417000,92000.0,21600,3,3,3,MONTHLY,HIGH,WEALTH_CREATION,64.0,HIGH,1.7624378109452736,0.6746268656716418,0.32238805970149254,0.11442786069651742
65,159000.0,79800.0,73600.0,989000,269000.0,5600,3,3,3,MONTHLY,MEDIUM,WEALTH_CREATION,79.0,HIGH,0.5183438155136268,0.5018867924528302,0.03522012578616352,0.14098532494758909
39,97000.0,50400.0,43500.0,1024000,101000.0,3100,21,1,3,MONTHLY,MEDIUM,RETIREMENT,62.0,HIGH,0.8797250859106529,0.5195876288659794,0.031958762886597936,0.08676975945017182
40,108000.0,49700.0,14200.0,492000,104000.0,44100,5,3,3,MONTHLY,LOW,WEALTH_CREATION,79.0,HIGH,0.37962962962962965,0.4601851851851852,0.4083333333333333,0.08024691358024691
64,56000.0,48300.0,0.0,890000,341000.0,17000,7,2,5,LUMP_SUM,MEDIUM,SHORT_TERM_GOAL,83.0,HIGH,1.3244047619047619,0.8625,0.30357142857142855,0.5074404761904762
54,100000.0,69100.0,22400.0,1075000,32000.0,8500,6,5,1,MONTHLY,HIGH,RETIREMENT,83.0,HIGH,0.8958333333333334,0.691,0.085,0.02666666666666667
35,42000.0,18900.0,15500.0,639000,108000.0,7600,4,3,3,MONTHLY,MEDIUM,WEALTH_CREATION,84.0,HIGH,1.2678571428571428,0.45,0.18095238095238095,0.21428571428571427
22,40000.0,17500.0,2700.0,348000,38000.0,19800,11,2,1,MONTHLY,HIGH,RETIREMENT,27.0,MEDIUM,0.725,0.4375,0.495,0.07916666666666666
32,155000.0,103900.0,16000.0,2492000,830000.0,35100,5,2,3,MONTHLY,MEDIUM,WEALTH_CREATION,70.0,HIGH,1.3397849462365592,0.6703225806451613,0.2264516129032258,0.44623655913978494
62,123000.0,67100.0,15200.0,347000,29000.0,40700,23,3,2,MONTHLY,MEDIUM,WEALTH_CREATION,81.0,HIGH,0.2350948509485095,0.5455284552845528,0.3308943089430894,0.01964769647696477
50,78000.0,64700.0,0.0,612000,134000.0,18500,9,2,1,MONTHLY,MEDIUM,WEALTH_CREATION,54.0,MEDIUM,0.6538461538461539,0.8294871794871795,0.23717948717948717,0.14316239316239315
50,67000.0,41700.0,21400.0,225000,113000.0,3900,22,1,3,MONTHLY,LOW,EMERGENCY_FUND,71.0,HIGH,0.2798507462686567,0.6223880597014926,0.058208955223880594,0.14054726368159204
46,39000.0,29600.0,1300.0,613000,147000.0,8100,10,5,3,LUMP_SUM,LOW,SHORT_TERM_GOAL,74.0,HIGH,1.3098290598290598,0.7589743589743589,0.2076923076923077,0.3141025641025641
44,100000.0,50300.0,25800.0,1467000,468000.0,23900,1,3,2,MONTHLY,MEDIUM,RETIREMENT,74.0,HIGH,1.2225,0.503,0.239,0.39
51,40000.0,21700.0,8100.0,670000,107000.0,10200,5,1,3,QUARTERLY,MEDIUM,RETIREMENT,50.0,HIGH,1.3958333333333333,0.5425,0.255,0.22291666666666668
32,55000.0,31700.0,0.0,501000,56000.0,27100,2,3,4,RARELY,HIGH,SHORT_TERM_GOAL,69.0,LOW,0.759090909090909,0.5763636363636364,0.49272727272727274,0.08484848484848485
