age,monthly_income,monthly_expenses,monthly_surplus,savings,existing_investments,monthly_emi,investment_horizon,investment_experience,reaction_to_market_loss,investment_frequency,liquidity_preference,investment_goal,risk_questionnaire_score,risk_profile
55,123000.0,93000.0,24000.0,342000,184000.0,6000,14,3,1,RARELY,LOW,TAX_SAVING,61.0,HIGH
29,60000.0,24100.0,24300.0,208000,97000.0,11600,1,2,3,QUARTERLY,HIGH,EMERGENCY_FUND,61.0,LOW
64,55000.0,19500.0,24300.0,454000,96000.0,11200,9,1,1,MONTHLY,LOW,EMERGENCY_FUND,57.0,MEDIUM
52,191000.0,93400.0,61500.0,2249000,285000.0,36100,1,3,2,MONTHLY,HIGH,RETIREMENT,71.0,HIGH
35,36000.0,20200.0,9000.0,472000,135000.0,6800,14,3,2,LUMP_SUM,LOW,EMERGENCY_FUND,72.0,HIGH
36,99000.0,64800.0,19900.0,2594000,483000.0,14300,12,1,1,MONTHLY,HIGH,TAX_SAVING,30.0,HIGH
53,79000.0,52200.0,22700.0,1592000,647000.0,4100,6,3,2,MONTHLY,MEDIUM,TAX_SAVING,74.0,HIGH
38,24000.0,17100.0,1600.0,381000,143000.0,5300,5,2,3,MONTHLY,HIGH,SHORT_TERM_GOAL,53.0,MEDIUM
51,83000.0,55500.0,23200.0,847000,119000.0,4300,2,3,3,QUARTERLY,HIGH,SHORT_TERM_GOAL,65.0,MEDIUM
27,31000.0,17200.0,3000.0,539000,51000.0,10800,19,1,2,MONTHLY,HIGH,TAX_SAVING,42.0,HIGH
35,144000.0,91400.0,34300.0,1894000,220000.0,18300,8,1,3,MONTHLY,LOW,TAX_SAVING,70.0,HIGH
55,162000.0,85900.0,58500.0,1402000,341000.0,17600,16,2,2,RARELY,LOW,RETIREMENT,55.0,HIGH
48,32000.0,19800.0,5500.0,492000,47000.0,6700,16,2,2,MONTHLY,MEDIUM,EMERGENCY_FUND,70.0,HIGH
37,35000.0,26900.0,4100.0,357000,185000.0,4000,1,4,5,RARELY,MEDIUM,RETIREMENT,87.0,HIGH
49,58000.0,53300.0,0.0,1621000,112000.0,16800,13,3,2,MONTHLY,HIGH,EMERGENCY_FUND,48.0,HIGH
48,32000.0,16300.0,0.0,280000,43000.0,17600,13,3,2,MONTHLY,HIGH,WEALTH_CREATION,57.0,MEDIUM
40,103000.0,45100.0,49600.0,329000,74000.0,8300,13,4,3,MONTHLY,HIGH,RETIREMENT,64.0,HIGH
43,22000.0,17400.0,300.0,455000,137000.0,4300,2,1,1,MONTHLY,LOW,SHORT_TERM_GOAL,55.0,HIGH
41,66000.0,49700.0,0.0,652000,162000.0,23400,11,1,4,LUMP_SUM,MEDIUM,WEALTH_CREATION,63.0,MEDIUM
36,106000.0,73400.0,14100.0,1229000,326000.0,18500,3,1,4,MONTHLY,HIGH,WEALTH_CREATION,42.0,HIGH
50,42000.0,16800.0,19900.0,247000,47000.0,5300,7,1,4,MONTHLY,LOW,WEALTH_CREATION,81.0,HIGH
22,145000.0,115200.0,14100.0,953000,412000.0,15700,12,4,3,LUMP_SUM,LOW,WEALTH_CREATION,67.0,HIGH
41,229000.0,134200.0,66500.0,5465000,361000.0,28300,1,1,2,MONTHLY,MEDIUM,WEALTH_CREATION,32.0,HIGH
49,70000.0,55600.0,0.0,301000,229000.0,19200,3,4,4,MONTHLY,HIGH,EMERGENCY_FUND,80.0,LOW
50,29000.0,13800.0,5100.0,346000,157000.0,10100,13,1,4,QUARTERLY,HIGH,WEALTH_CREATION,60.0,HIGH
59,77000.0,70800.0,0.0,1916000,223000.0,27200,8,1,2,MONTHLY,HIGH,SHORT_TERM_GOAL,59.0,MEDIUM
36,172000.0,78800.0,49200.0,2312000,1091000.0,44000,10,2,3,MONTHLY,MEDIUM,RETIREMENT,78.0,HIGH
33,170000.0,114000.0,16800.0,2412000,345000.0,39200,5,3,5,RARELY,HIGH,SHORT_TERM_GOAL,71.0,MEDIUM
23,47000.0,34900.0,9700.0,432000,113000.0,2400,10,1,4,RARELY,MEDIUM,TAX_SAVING,56.0,HIGH
22,44000.0,30200.0,5800.0,189000,9000.0,8000,9,4,1,QUARTERLY,LOW,WEALTH_CREATION,81.0,HIGH
41,20000.0,11500.0,4600.0,336000,132000.0,3900,2,2,4,RARELY,HIGH,RETIREMENT,44.0,MEDIUM
59,37000.0,28200.0,500.0,337000,67000.0,8300,5,2,5,QUARTERLY,HIGH,EMERGENCY_FUND,65.0,LOW
58,37000.0,17100.0,5200.0,489000,127000.0,14700,23,3,4,LUMP_SUM,LOW,WEALTH_CREATION,75.0,HIGH
32,24000.0,17300.0,0.0,212000,2000.0,10100,7,2,2,MONTHLY,MEDIUM,TAX_SAVING,65.0,LOW
35,41000.0,21600.0,18400.0,650000,366000.0,1000,6,1,2,RARELY,MEDIUM,WEALTH_CREATION,42.0,HIGH
27,275000.0,142000.0,87700.0,2303000,467000.0,45300,6,1,4,MONTHLY,MEDIUM,SHORT_TERM_GOAL,66.0,HIGH
58,103000.0,82600.0,0.0,1942000,178000.0,24400,7,1,3,MONTHLY,MEDIUM,RETIREMENT,56.0,HIGH
26,97000.0,59000.0,3100.0,1296000,317000.0,34900,9,1,5,LUMP_SUM,LOW,SHORT_TERM_GOAL,68.0,HIGH
60,86000.0,19100.0,55800.0,193000,70000.0,11100,3,1,2,LUMP_SUM,LOW,WEALTH_CREATION,61.0,HIGH
48,47000.0,31700.0,7300.0,184000,23000.0,8000,4,2,5,RARELY,LOW,WEALTH_CREATION,90.0,HIGH
59,96000.0,71600.0,0.0,3526000,206000.0,44100,12,4,1,MONTHLY,MEDIUM,WEALTH_CREATION,81.0,HIGH
34,36000.0,18400.0,9500.0,263000,13000.0,8100,9,1,3,QUARTERLY,HIGH,WEALTH_CREATION,49.0,MEDIUM
53,56000.0,35600.0,6600.0,1456000,370000.0,13800,10,4,1,QUARTERLY,LOW,WEALTH_CREATION,76.0,HIGH
27,150000.0,86800.0,10700.0,430000,181000.0,52500,10,2,2,MONTHLY,LOW,WEALTH_CREATION,75.0,HIGH
49,63000.0,31400.0,14000.0,423000,96000.0,17600,17,5,4,LUMP_SUM,MEDIUM,WEALTH_CREATION,88.0,HIGH
63,39000.0,32400.0,0.0,736000,26000.0,15200,7,5,3,RARELY,HIGH,WEALTH_CREATION,64.0,HIGH
26,195000.0,173400.0,16600.0,3082000,123000.0,5000,21,3,2,LUMP_SUM,MEDIUM,RETIREMENT,72.0,HIGH
45,68000.0,47200.0,12300.0,916000,275000.0,8500,14,2,3,RARELY,LOW,RETIREMENT,60.0,HIGH
32,23000.0,12900.0,9800.0,66000,17000.0,300,6,1,2,LUMP_SUM,LOW,EMERGENCY_FUND,56.0,MEDIUM
27,23000.0,12200.0,3500.0,633000,14000.0,7300,6,1,4,QUARTERLY,MEDIUM,TAX_SAVING,59.0,HIGH
63,81000.0,66700.0,8200.0,974000,572000.0,6100,7,1,4,RARELY,LOW,WEALTH_CREATION,65.0,HIGH
56,46000.0,37600.0,3100.0,1081000,520000.0,5300,1,3,2,MONTHLY,HIGH,RETIREMENT,57.0,HIGH
22,75000.0,43800.0,28800.0,399000,132000.0,2400,8,5,2,LUMP_SUM,LOW,SHORT_TERM_GOAL,89.0,HIGH
39,193000.0,91100.0,89500.0,3791000,442000.0,12400,13,4,3,MONTHLY,HIGH,RETIREMENT,53.0,HIGH
36,33000.0,14400.0,5200.0,359000,48000.0,13400,11,3,2,MONTHLY,LOW,WEALTH_CREATION,85.0,HIGH
45,21000.0,8300.0,9000.0,252000,50000.0,3700,12,1,2,MONTHLY,LOW,WEALTH_CREATION,49.0,HIGH
28,42000.0,22600.0,0.0,583000,285000.0,23100,1,3,3,LUMP_SUM,LOW,SHORT_TERM_GOAL,61.0,MEDIUM
54,52000.0,31500.0,3000.0,412000,134000.0,17500,1,1,1,QUARTERLY,MEDIUM,RETIREMENT,58.0,LOW
52,120000.0,103100.0,0.0,4662000,910000.0,18400,1,2,1,RARELY,HIGH,RETIREMENT,28.0,HIGH
59,24000.0,9900.0,11200.0,55000,29000.0,2900,3,3,2,MONTHLY,MEDIUM,WEALTH_CREATION,79.0,HIGH
34,38000.0,27300.0,8600.0,308000,8000.0,2100,4,3,4,MONTHLY,HIGH,RETIREMENT,74.0,HIGH
34,29000.0,7400.0,14700.0,189000,56000.0,6900,3,1,2,MONTHLY,LOW,WEALTH_CREATION,66.0,HIGH
61,26000.0,18900.0,1700.0,227000,23000.0,5400,6,4,2,MONTHLY,HIGH,SHORT_TERM_GOAL,74.0,MEDIUM
23,55000.0,28600.0,16300.0,1352000,94000.0,10100,22,3,3,MONTHLY,MEDIUM,WEALTH_CREATION,73.0,HIGH
39,155000.0,92300.0,33000.0,704000,256000.0,29700,19,5,3,RARELY,HIGH,WEALTH_CREATION,61.0,HIGH
43,88000.0,75200.0,0.0,1450000,425000.0,28200,18,2,4,QUARTERLY,HIGH,RETIREMENT,68.0,HIGH
59,74000.0,55700.0,0.0,523000,238000.0,26700,19,2,1,RARELY,HIGH,EMERGENCY_FUND,14.0,LOW
36,28000.0,20800.0,4800.0,637000,328000.0,2400,7,1,5,RARELY,HIGH,SHORT_TERM_GOAL,76.0,HIGH
36,52000.0,30300.0,16100.0,183000,106000.0,5600,19,2,1,LUMP_SUM,LOW,TAX_SAVING,52.0,HIGH
21,35000.0,21500.0,900.0,1043000,261000.0,12600,6,4,1,MONTHLY,LOW,WEALTH_CREATION,84.0,HIGH
27,49000.0,21100.0,24800.0,180000,36000.0,3100,9,2,5,MONTHLY,MEDIUM,SHORT_TERM_GOAL,68.0,HIGH
33,41000.0,31900.0,0.0,1149000,145000.0,19600,21,2,5,MONTHLY,HIGH,RETIREMENT,74.0,HIGH
41,88000.0,56200.0,26800.0,645000,28000.0,5000,3,2,2,MONTHLY,LOW,WEALTH_CREATION,78.0,HIGH
40,44000.0,25100.0,16100.0,328000,119000.0,2800,1,2,2,RARELY,MEDIUM,SHORT_TERM_GOAL,58.0,MEDIUM
52,79000.0,54700.0,17100.0,596000,158000.0,7200,8,4,1,LUMP_SUM,HIGH,TAX_SAVING,53.0,HIGH
21,46000.0,42300.0,0.0,1713000,843000.0,4600,16,1,2,MONTHLY,MEDIUM,TAX_SAVING,41.0,HIGH
57,61000.0,47800.0,6600.0,1416000,1056000.0,6600,7,1,1,MONTHLY,MEDIUM,SHORT_TERM_GOAL,60.0,HIGH
40,49000.0,40100.0,0.0,777000,21000.0,9200,16,2,4,LUMP_SUM,MEDIUM,RETIREMENT,93.0,HIGH
25,61000.0,33200.0,9300.0,600000,190000.0,18500,4,1,1,MONTHLY,LOW,SHORT_TERM_GOAL,69.0,MEDIUM
39,27000.0,15900.0,10000.0,96000,13000.0,1100,1,2,4,MONTHLY,MEDIUM,TAX_SAVING,64.0,MEDIUM
43,64000.0,40700.0,6100.0,550000,96000.0,17200,1,1,2,MONTHLY,LOW,WEALTH_CREATION,63.0,HIGH
33,146000.0,79200.0,31000.0,570000,90000.0,35800,14,5,2,MONTHLY,HIGH,WEALTH_CREATION,94.0,MEDIUM
42,74000.0,43700.0,2600.0,310000,13000.0,27700,2,2,2,MONTHLY,MEDIUM,RETIREMENT,56.0,LOW
65,49000.0,38500.0,0.0,2427000,646000.0,22400,15,2,5,RARELY,LOW,EMERGENCY_FUND,78.0,HIGH
26,111000.0,69900.0,26300.0,664000,354000.0,14800,16,2,4,MONTHLY,HIGH,SHORT_TERM_GOAL,69.0,HIGH
46,38000.0,23500.0,9100.0,265000,45000.0,5400,10,3,4,QUARTERLY,MEDIUM,WEALTH_CREATION,91.0,HIGH
61,29000.0,19600.0,1300.0,319000,56000.0,8100,1,2,5,QUARTERLY,LOW,EMERGENCY_FUND,89.0,HIGH
44,49000.0,28700.0,0.0,713000,252000.0,26900,3,4,1,MONTHLY,MEDIUM,RETIREMENT,82.0,HIGH
54,133000.0,122300.0,0.0,2162000,1359000.0,44500,6,5,4,LUMP_SUM,MEDIUM,WEALTH_CREATION,93.0,HIGH
55,29000.0,19400.0,7900.0,452000,112000.0,1700,9,2,1,MONTHLY,MEDIUM,WEALTH_CREATION,61.0,HIGH
32,52000.0,34200.0,8400.0,560000,210000.0,9400,7,1,4,MONTHLY,MEDIUM,SHORT_TERM_GOAL,58.0,HIGH
40,65000.0,46300.0,2700.0,372000,49000.0,16000,3,2,4,MONTHLY,HIGH,WEALTH_CREATION,79.0,HIGH
31,59000.0,39500.0,7200.0,471000,213000.0,12300,1,3,2,MONTHLY,LOW,SHORT_TERM_GOAL,60.0,HIGH
30,33000.0,16200.0,6700.0,342000,26000.0,10100,23,4,4,QUARTERLY,LOW,WEALTH_CREATION,94.0,HIGH
44,189000.0,158400.0,15000.0,408000,48000.0,15600,1,3,5,MONTHLY,MEDIUM,RETIREMENT,91.0,HIGH
56,104000.0,40500.0,41100.0,545000,132000.0,22400,11,3,4,RARELY,LOW,EMERGENCY_FUND,66.0,HIGH
54,26000.0,13100.0,8800.0,75000,11000.0,4100,4,1,2,LUMP_SUM,MEDIUM,RETIREMENT,28.0,LOW
53,77000.0,58600.0,800.0,560000,229000.0,17600,5,1,2,MONTHLY,MEDIUM,TAX_SAVING,50.0,MEDIUM
35,99000.0,52900.0,39100.0,390000,17000.0,7000,9,2,5,QUARTERLY,HIGH,WEALTH_CREATION,70.0,HIGH
61,138000.0,103000.0,0.0,1255000,320000.0,35800,2,3,2,QUARTERLY,MEDIUM,TAX_SAVING,61.0,MEDIUM
23,60000.0,39400.0,11300.0,256000,25000.0,9300,5,4,3,MONTHLY,HIGH,EMERGENCY_FUND,86.0,MEDIUM
33,62000.0,23800.0,29200.0,707000,208000.0,9000,15,1,4,RARELY,MEDIUM,WEALTH_CREATION,65.0,HIGH
25,220000.0,149100.0,40200.0,3239000,1132000.0,30700,11,2,2,MONTHLY,MEDIUM,WEALTH_CREATION,78.0,HIGH
47,48000.0,35700.0,4900.0,609000,159000.0,7400,2,4,2,MONTHLY,MEDIUM,WEALTH_CREATION,92.0,HIGH
49,33000.0,15400.0,8400.0,304000,49000.0,9200,13,2,3,QUARTERLY,MEDIUM,WEALTH_CREATION,76.0,HIGH
37,69000.0,37700.0,4600.0,99000,16000.0,26700,17,3,4,MONTHLY,MEDIUM,EMERGENCY_FUND,72.0,HIGH
49,74000.0,51400.0,0.0,2235000,355000.0,40700,3,1,1,MONTHLY,LOW,WEALTH_CREATION,59.0,HIGH
54,140000.0,51700.0,31100.0,720000,12000.0,57200,12,2,1,QUARTERLY,MEDIUM,SHORT_TERM_GOAL,51.0,LOW
30,107000.0,69400.0,23000.0,3170000,189000.0,14600,14,1,1,MONTHLY,MEDIUM,EMERGENCY_FUND,47.0,HIGH
43,32000.0,27000.0,0.0,223000,110000.0,9900,1,3,2,RARELY,HIGH,TAX_SAVING,61.0,LOW
44,45000.0,31000.0,8300.0,1128000,194000.0,5700,7,2,2,LUMP_SUM,MEDIUM,RETIREMENT,48.0,HIGH
50,26000.0,14400.0,7900.0,189000,34000.0,3700,21,3,1,RARELY,LOW,TAX_SAVING,60.0,HIGH
38,75000.0,49200.0,16800.0,19000,6000.0,9000,7,3,3,MONTHLY,MEDIUM,WEALTH_CREATION,60.0,HIGH
61,66000.0,48600.0,6000.0,1726000,278000.0,11400,13,1,2,LUMP_SUM,LOW,WEALTH_CREATION,56.0,HIGH
33,50000.0,30000.0,4000.0,260000,54000.0,16000,4,2,2,RARELY,MEDIUM,TAX_SAVING,45.0,LOW
43,79000.0,41000.0,18800.0,436000,28000.0,19200,2,4,3,MONTHLY,MEDIUM,RETIREMENT,98.0,HIGH
23,20000.0,10600.0,8500.0,48000,15000.0,900,12,1,2,MONTHLY,HIGH,WEALTH_CREATION,34.0,HIGH
37,99000.0,36300.0,46900.0,705000,54000.0,15800,10,5,3,LUMP_SUM,LOW,TAX_SAVING,86.0,HIGH
50,45000.0,24600.0,2000.0,377000,133000.0,18400,13,1,3,MONTHLY,MEDIUM,WEALTH_CREATION,67.0,HIGH
23,90000.0,26300.0,56600.0,442000,198000.0,7100,6,1,5,LUMP_SUM,HIGH,RETIREMENT,73.0,HIGH
23,79000.0,72600.0,0.0,716000,356000.0,13500,1,2,2,MONTHLY,MEDIUM,TAX_SAVING,68.0,MEDIUM
28,35000.0,24900.0,4900.0,219000,130000.0,5200,1,4,3,MONTHLY,LOW,RETIREMENT,85.0,HIGH
60,75000.0,49200.0,6100.0,485000,112000.0,19700,13,1,2,RARELY,MEDIUM,WEALTH_CREATION,40.0,LOW
57,47000.0,24500.0,14600.0,190000,19000.0,7900,2,2,3,LUMP_SUM,HIGH,WEALTH_CREATION,45.0,LOW
26,128000.0,80000.0,13600.0,717000,395000.0,34400,3,1,2,RARELY,MEDIUM,TAX_SAVING,32.0,MEDIUM
36,48000.0,24600.0,6100.0,382000,10000.0,17300,18,4,3,LUMP_SUM,MEDIUM,WEALTH_CREATION,91.0,HIGH
65,96000.0,34200.0,9000.0,406000,188000.0,52800,3,3,2,MONTHLY,HIGH,WEALTH_CREATION,50.0,MEDIUM
21,112000.0,81300.0,15100.0,507000,52000.0,15600,1,1,1,MONTHLY,HIGH,WEALTH_CREATION,42.0,LOW
57,151000.0,68100.0,32100.0,1603000,566000.0,50800,12,1,3,QUARTERLY,LOW,TAX_SAVING,60.0,HIGH
31,20000.0,13500.0,0.0,747000,237000.0,7400,4,3,2,QUARTERLY,HIGH,WEALTH_CREATION,41.0,HIGH
26,96000.0,64100.0,26500.0,2284000,994000.0,5400,4,1,3,MONTHLY,MEDIUM,WEALTH_CREATION,44.0,HIGH
56,55000.0,20700.0,23400.0,466000,102000.0,10900,9,2,5,QUARTERLY,MEDIUM,WEALTH_CREATION,70.0,HIGH
65,52000.0,36400.0,0.0,1067000,245000.0,16700,7,5,2,MONTHLY,MEDIUM,RETIREMENT,88.0,HIGH
43,87000.0,72100.0,12300.0,421000,201000.0,2600,19,5,1,MONTHLY,HIGH,WEALTH_CREATION,63.0,HIGH
27,54000.0,32500.0,0.0,619000,5000.0,25200,3,4,3,QUARTERLY,HIGH,RETIREMENT,79.0,MEDIUM
61,69000.0,37500.0,8000.0,822000,347000.0,23500,8,1,1,QUARTERLY,MEDIUM,EMERGENCY_FUND,39.0,LOW
23,34000.0,28600.0,0.0,623000,124000.0,10800,8,2,1,LUMP_SUM,HIGH,RETIREMENT,37.0,MEDIUM
65,84000.0,34700.0,29900.0,625000,73000.0,19400,1,2,4,MONTHLY,MEDIUM,SHORT_TERM_GOAL,67.0,MEDIUM
47,53000.0,31200.0,11900.0,550000,115000.0,9900,13,4,3,QUARTERLY,HIGH,RETIREMENT,78.0,HIGH
55,64000.0,49400.0,3200.0,320000,60000.0,11400,7,2,2,RARELY,HIGH,SHORT_TERM_GOAL,55.0,LOW
43,52000.0,39500.0,9700.0,337000,156000.0,2800,17,1,4,RARELY,HIGH,WEALTH_CREATION,42.0,HIGH
45,98000.0,33100.0,35400.0,299000,32000.0,29500,7,1,2,LUMP_SUM,HIGH,WEALTH_CREATION,35.0,MEDIUM
44,98000.0,49300.0,9000.0,1422000,523000.0,39700,4,4,2,LUMP_SUM,MEDIUM,SHORT_TERM_GOAL,79.0,MEDIUM
25,70000.0,60600.0,3900.0,1445000,343000.0,5500,6,1,2,QUARTERLY,HIGH,TAX_SAVING,47.0,HIGH
22,109000.0,54100.0,31900.0,295000,76000.0,23000,11,4,4,MONTHLY,LOW,RETIREMENT,100.0,HIGH
48,150000.0,38600.0,61200.0,3280000,1023000.0,50200,5,1,2,LUMP_SUM,MEDIUM,SHORT_TERM_GOAL,44.0,HIGH
62,82000.0,49500.0,18100.0,2943000,1409000.0,14400,11,2,4,MONTHLY,MEDIUM,WEALTH_CREATION,64.0,HIGH
51,74000.0,52500.0,0.0,1575000,898000.0,25100,6,4,5,QUARTERLY,HIGH,WEALTH_CREATION,93.0,HIGH
42,52000.0,30100.0,14400.0,228000,51000.0,7500,15,3,5,MONTHLY,LOW,TAX_SAVING,88.0,HIGH
47,86000.0,73700.0,0.0,795000,188000.0,17800,1,3,4,QUARTERLY,LOW,WEALTH_CREATION,85.0,HIGH
27,86000.0,79100.0,0.0,1627000,656000.0,23000,13,3,4,MONTHLY,LOW,TAX_SAVING,87.0,HIGH
44,89000.0,64100.0,13400.0,465000,52000.0,11500,15,3,3,LUMP_SUM,LOW,WEALTH_CREATION,67.0,HIGH
51,93000.0,80500.0,0.0,2027000,1111000.0,27600,13,1,2,MONTHLY,MEDIUM,TAX_SAVING,61.0,HIGH
41,51000.0,26800.0,11900.0,938000,672000.0,12300,8,2,3,QUARTERLY,MEDIUM,TAX_SAVING,63.0,HIGH
54,129000.0,77200.0,14300.0,2115000,574000.0,37500,11,1,2,LUMP_SUM,MEDIUM,TAX_SAVING,44.0,HIGH
61,45000.0,20500.0,19300.0,361000,31000.0,5200,8,2,1,RARELY,MEDIUM,WEALTH_CREATION,53.0,HIGH
36,55000.0,50600.0,0.0,1207000,108000.0,22900,14,2,5,MONTHLY,HIGH,SHORT_TERM_GOAL,73.0,HIGH
30,76000.0,39900.0,27300.0,695000,201000.0,8800,2,2,3,RARELY,LOW,TAX_SAVING,57.0,HIGH
21,59000.0,30000.0,8100.0,433000,72000.0,20900,2,1,4,MONTHLY,HIGH,WEALTH_CREATION,77.0,MEDIUM
39,87000.0,59800.0,22500.0,605000,109000.0,4700,5,1,4,RARELY,MEDIUM,TAX_SAVING,71.0,HIGH
57,23000.0,10600.0,3300.0,228000,30000.0,9100,12,4,3,MONTHLY,LOW,SHORT_TERM_GOAL,79.0,HIGH
34,82000.0,54500.0,20800.0,564000,98000.0,6700,2,2,3,MONTHLY,HIGH,RETIREMENT,64.0,MEDIUM
49,130000.0,75800.0,41700.0,234000,24000.0,12500,13,4,1,QUARTERLY,MEDIUM,WEALTH_CREATION,79.0,HIGH
64,50000.0,34200.0,10900.0,485000,242000.0,4900,11,2,2,MONTHLY,MEDIUM,WEALTH_CREATION,62.0,HIGH
55,39000.0,24900.0,12900.0,360000,33000.0,1200,3,4,2,LUMP_SUM,HIGH,EMERGENCY_FUND,51.0,LOW
30,60000.0,21500.0,15700.0,1057000,434000.0,22800,5,1,3,QUARTERLY,MEDIUM,WEALTH_CREATION,58.0,HIGH
49,90000.0,65300.0,13800.0,1640000,84000.0,10900,15,4,3,MONTHLY,MEDIUM,WEALTH_CREATION,72.0,HIGH
31,88000.0,57800.0,10900.0,645000,142000.0,19300,1,2,1,MONTHLY,HIGH,EMERGENCY_FUND,37.0,LOW
38,61000.0,46000.0,3200.0,302000,18000.0,11800,10,4,4,LUMP_SUM,HIGH,WEALTH_CREATION,80.0,HIGH
30,50000.0,29100.0,9400.0,1467000,71000.0,11500,7,3,3,MONTHLY,LOW,WEALTH_CREATION,91.0,HIGH
25,70000.0,31100.0,38500.0,342000,116000.0,400,17,2,5,MONTHLY,HIGH,EMERGENCY_FUND,81.0,HIGH
42,45000.0,26600.0,12500.0,231000,76000.0,5900,9,5,3,RARELY,MEDIUM,WEALTH_CREATION,93.0,HIGH
64,65000.0,59800.0,0.0,1603000,772000.0,5700,8,1,5,RARELY,MEDIUM,WEALTH_CREATION,58.0,HIGH
56,49000.0,25300.0,14100.0,520000,86000.0,9600,5,3,2,MONTHLY,LOW,EMERGENCY_FUND,67.0,HIGH
30,41000.0,29300.0,3800.0,202000,37000.0,7900,5,4,3,RARELY,HIGH,RETIREMENT,67.0,MEDIUM
48,67000.0,35000.0,22400.0,725000,146000.0,9600,22,1,3,MONTHLY,LOW,EMERGENCY_FUND,62.0,HIGH
64,76000.0,44100.0,24100.0,348000,41000.0,7800,1,2,3,LUMP_SUM,HIGH,WEALTH_CREATION,56.0,MEDIUM
49,70000.0,36800.0,29500.0,253000,98000.0,3700,5,1,3,RARELY,LOW,TAX_SAVING,52.0,HIGH
40,46000.0,29700.0,3000.0,1501000,286000.0,13300,25,4,3,LUMP_SUM,LOW,EMERGENCY_FUND,89.0,HIGH
52,33000.0,30300.0,0.0,978000,119000.0,7800,2,1,1,QUARTERLY,LOW,SHORT_TERM_GOAL,81.0,HIGH
27,38000.0,23100.0,2500.0,125000,42000.0,12400,9,2,3,LUMP_SUM,HIGH,WEALTH_CREATION,50.0,LOW
47,74000.0,50700.0,5300.0,917000,135000.0,18000,3,2,3,LUMP_SUM,MEDIUM,EMERGENCY_FUND,75.0,LOW
42,26000.0,16700.0,8100.0,393000,89000.0,1200,1,2,5,RARELY,LOW,WEALTH_CREATION,72.0,HIGH
34,50000.0,42800.0,0.0,1408000,224000.0,13600,3,2,4,QUARTERLY,LOW,WEALTH_CREATION,81.0,HIGH
25,63000.0,50000.0,0.0,116000,21000.0,13800,1,2,2,QUARTERLY,HIGH,WEALTH_CREATION,37.0,LOW
29,92000.0,67600.0,0.0,692000,154000.0,24900,14,1,2,MONTHLY,MEDIUM,WEALTH_CREATION,47.0,MEDIUM
53,91000.0,65300.0,0.0,3511000,764000.0,29500,15,3,3,MONTHLY,LOW,SHORT_TERM_GOAL,85.0,HIGH
60,46000.0,20900.0,21500.0,334000,221000.0,3600,8,2,3,MONTHLY,HIGH,WEALTH_CREATION,54.0,HIGH
47,187000.0,125500.0,34700.0,1806000,196000.0,26800,1,3,3,RARELY,HIGH,SHORT_TERM_GOAL,61.0,LOW
50,60000.0,54700.0,0.0,609000,47000.0,14400,2,2,5,QUARTERLY,LOW,RETIREMENT,85.0,HIGH
21,30000.0,14600.0,12000.0,67000,40000.0,3400,4,1,2,LUMP_SUM,MEDIUM,WEALTH_CREATION,64.0,MEDIUM
60,140000.0,85100.0,5700.0,1110000,30000.0,49200,3,1,1,MONTHLY,LOW,WEALTH_CREATION,40.0,LOW
54,60000.0,38000.0,16000.0,273000,157000.0,6000,7,2,3,MONTHLY,HIGH,WEALTH_CREATION,54.0,HIGH
56,163000.0,114900.0,15000.0,3958000,1628000.0,33100,1,1,3,LUMP_SUM,LOW,SHORT_TERM_GOAL,61.0,HIGH
39,29000.0,15600.0,11100.0,141000,14000.0,2300,3,2,1,LUMP_SUM,MEDIUM,EMERGENCY_FUND,50.0,LOW
36,39000.0,22600.0,4400.0,397000,112000.0,12000,11,2,2,LUMP_SUM,MEDIUM,EMERGENCY_FUND,59.0,MEDIUM
24,52000.0,44100.0,0.0,74000,25000.0,7900,14,3,2,LUMP_SUM,HIGH,WEALTH_CREATION,55.0,MEDIUM
31,21000.0,9600.0,6300.0,33000,7000.0,5100,1,1,1,QUARTERLY,HIGH,WEALTH_CREATION,38.0,LOW
32,112000.0,67300.0,10900.0,1444000,74000.0,33800,3,1,1,MONTHLY,MEDIUM,RETIREMENT,55.0,MEDIUM
24,257000.0,210600.0,35000.0,702000,80000.0,11400,12,4,5,MONTHLY,MEDIUM,TAX_SAVING,100.0,HIGH
30,59000.0,43800.0,3600.0,2752000,918000.0,11600,10,3,4,MONTHLY,LOW,EMERGENCY_FUND,97.0,HIGH
60,43000.0,14000.0,19900.0,355000,17000.0,9100,13,4,2,MONTHLY,MEDIUM,RETIREMENT,76.0,HIGH
49,88000.0,70200.0,0.0,1882000,262000.0,32700,5,4,3,MONTHLY,LOW,TAX_SAVING,78.0,HIGH
33,97000.0,61400.0,26100.0,724000,291000.0,9500,1,3,2,LUMP_SUM,LOW,WEALTH_CREATION,78.0,HIGH
21,36000.0,20200.0,0.0,518000,189000.0,19800,7,1,3,QUARTERLY,MEDIUM,TAX_SAVING,48.0,MEDIUM
31,68000.0,40100.0,11400.0,612000,55000.0,16500,9,2,1,MONTHLY,HIGH,WEALTH_CREATION,52.0,LOW
28,93000.0,47000.0,0.0,369000,31000.0,47700,22,1,2,LUMP_SUM,HIGH,TAX_SAVING,48.0,LOW
47,56000.0,30200.0,17400.0,1350000,152000.0,8400,1,1,1,MONTHLY,MEDIUM,WEALTH_CREATION,39.0,HIGH
