age,monthly_income,monthly_expenses,monthly_surplus,savings,existing_investments,monthly_emi,investment_horizon,investment_experience,reaction_to_market_loss,investment_frequency,liquidity_preference,investment_goal,risk_questionnaire_score,risk_profile
39,31000,7200,9600,258000,67000,14200,1,2,3,QUARTERLY,HIGH,SHORT_TERM_GOAL,50,LOW
35,41000,24400,12100,134000,22000,4500,7,4,2,LUMP_SUM,HIGH,RETIREMENT,59,MEDIUM
44,52000,23200,26900,552000,118000,1900,23,3,2,MONTHLY,HIGH,RETIREMENT,58,HIGH
54,67000,52900,5900,1014000,584000,8200,5,2,1,RARELY,LOW,SHORT_TERM_GOAL,61,HIGH
46,95000,53900,31300,1385000,256000,9800,12,1,4,RARELY,HIGH,EMERGENCY_FUND,40,MEDIUM
32,26000,10300,13400,222000,125000,2300,4,1,2,LUMP_SUM,LOW,TAX_SAVING,60,HIGH
29,80000,65400,13200,634000,59000,1400,2,1,4,RARELY,HIGH,SHORT_TERM_GOAL,64,LOW
58,35000,18200,14700,66000,31000,2100,22,4,3,MONTHLY,LOW,TAX_SAVING,93,HIGH
28,30000,15200,12100,369000,249000,2700,14,4,1,LUMP_SUM,MEDIUM,TAX_SAVING,57,HIGH
45,63000,51700,0,529000,122000,12900,16,4,3,RARELY,MEDIUM,WEALTH_CREATION,87,HIGH
54,36000,20400,3700,620000,90000,11900,14,2,3,RARELY,MEDIUM,TAX_SAVING,69,HIGH
22,55000,42100,0,394000,13000,16200,8,2,4,RARELY,MEDIUM,RETIREMENT,74,MEDIUM
52,23000,17400,0,613000,254000,6000,8,4,4,MONTHLY,MEDIUM,SHORT_TERM_GOAL,83,HIGH
40,25000,19500,0,265000,117000,6600,19,3,2,MONTHLY,LOW,WEALTH_CREATION,77,HIGH
22,104000,73800,19500,1217000,106000,10700,1,2,5,RARELY,HIGH,WEALTH_CREATION,62,HIGH
52,88000,45500,0,1657000,624000,43200,2,2,2,RARELY,MEDIUM,SHORT_TERM_GOAL,50,MEDIUM
34,33000,23800,0,596000,336000,9300,12,2,3,MONTHLY,HIGH,WEALTH_CREATION,57,HIGH
34,41000,19900,4700,1026000,289000,16400,9,2,3,RARELY,LOW,RETIREMENT,51,HIGH
49,136000,60200,55300,683000,123000,20500,11,3,2,MONTHLY,MEDIUM,RETIREMENT,61,HIGH
29,43000,31000,6000,969000,161000,6000,20,3,2,LUMP_SUM,MEDIUM,WEALTH_CREATION,60,HIGH
25,108000,66700,2400,1951000,677000,38900,20,2,4,MONTHLY,HIGH,WEALTH_CREATION,66,HIGH
62,103000,69200,5900,3196000,213000,27900,10,1,4,RARELY,MEDIUM,EMERGENCY_FUND,55,HIGH
31,92000,38600,46000,447000,150000,7400,14,1,2,QUARTERLY,HIGH,WEALTH_CREATION,31,HIGH
28,58000,35500,13200,1253000,145000,9300,7,1,3,MONTHLY,HIGH,WEALTH_CREATION,36,HIGH
47,36000,27500,200,334000,43000,8300,8,1,2,QUARTERLY,MEDIUM,TAX_SAVING,51,LOW
25,39000,20200,15900,460000,200000,2900,8,2,3,QUARTERLY,MEDIUM,RETIREMENT,61,HIGH
61,37000,16000,11200,304000,47000,9800,2,2,3,QUARTERLY,MEDIUM,WEALTH_CREATION,66,MEDIUM
53,59000,50100,6100,761000,183000,2800,11,1,4,QUARTERLY,LOW,EMERGENCY_FUND,67,HIGH
52,110000,92700,0,1796000,84000,49900,17,2,5,MONTHLY,HIGH,RETIREMENT,89,HIGH
47,85000,44600,20900,2472000,843000,19500,8,1,3,MONTHLY,HIGH,EMERGENCY_FUND,53,HIGH
31,94000,86400,0,541000,346000,8300,1,3,3,MONTHLY,LOW,SHORT_TERM_GOAL,74,MEDIUM
61,22000,16100,3800,379000,72000,2100,11,2,4,RARELY,MEDIUM,WEALTH_CREATION,56,HIGH
57,50000,22100,21800,582000,54000,6100,8,4,2,QUARTERLY,MEDIUM,RETIREMENT,66,HIGH
34,67000,46400,4300,2113000,887000,16300,13,5,4,MONTHLY,MEDIUM,RETIREMENT,100,HIGH
31,104000,34400,59400,819000,189000,10200,3,3,2,MONTHLY,HIGH,WEALTH_CREATION,67,HIGH
26,118000,72000,30200,340000,153000,15800,9,3,2,MONTHLY,LOW,TAX_SAVING,85,HIGH
62,72000,22900,30900,419000,170000,18200,3,1,4,MONTHLY,MEDIUM,EMERGENCY_FUND,55,MEDIUM
47,36000,20700,14000,227000,39000,1300,6,2,3,MONTHLY,LOW,RETIREMENT,72,HIGH
44,60000,44100,10600,514000,11000,5300,7,3,3,MONTHLY,LOW,WEALTH_CREATION,81,HIGH
47,63000,38500,10700,712000,256000,13800,10,5,1,QUARTERLY,HIGH,WEALTH_CREATION,70,HIGH
48,168000,52100,89900,708000,120000,26000,1,3,2,MONTHLY,MEDIUM,RETIREMENT,63,HIGH
61,158000,98700,34900,3384000,246000,24400,9,1,4,MONTHLY,HIGH,RETIREMENT,63,HIGH
49,25000,15700,4700,457000,81000,4600,10,3,2,MONTHLY,MEDIUM,RETIREMENT,71,HIGH
53,95000,68600,13100,214000,8000,13300,13,4,2,QUARTERLY,MEDIUM,RETIREMENT,79,HIGH
57,72000,61500,0,1999000,1380000,12700,1,3,3,LUMP_SUM,LOW,TAX_SAVING,71,HIGH
48,56000,28500,16900,1710000,701000,10600,4,5,3,RARELY,MEDIUM,WEALTH_CREATION,74,HIGH
34,240000,132000,98200,709000,166000,9800,1,1,4,MONTHLY,MEDIUM,WEALTH_CREATION,61,HIGH
33,61000,28500,6200,497000,43000,26300,7,1,1,LUMP_SUM,HIGH,WEALTH_CREATION,35,LOW
45,60000,33200,13600,242000,109000,13200,1,2,5,MONTHLY,LOW,EMERGENCY_FUND,91,MEDIUM
64,143000,91400,39100,1088000,500000,12500,11,3,1,MONTHLY,HIGH,WEALTH_CREATION,59,HIGH
61,76000,63200,0,571000,60000,15800,9,5,2,MONTHLY,LOW,SHORT_TERM_GOAL,99,HIGH
54,130000,96400,19400,367000,84000,14200,14,2,4,LUMP_SUM,LOW,RETIREMENT,81,HIGH
34,104000,71800,25400,448000,48000,6800,8,2,1,RARELY,MEDIUM,EMERGENCY_FUND,43,LOW
63,61000,35400,17900,595000,10000,7700,11,1,4,LUMP_SUM,MEDIUM,RETIREMENT,61,HIGH
62,53000,34900,1100,1156000,119000,17000,3,3,1,MONTHLY,MEDIUM,EMERGENCY_FUND,68,HIGH
61,110000,85800,16900,2259000,271000,7300,10,3,1,RARELY,HIGH,RETIREMENT,43,HIGH
56,62000,28600,17200,424000,132000,16200,3,1,1,MONTHLY,HIGH,TAX_SAVING,42,MEDIUM
46,102000,69100,15700,397000,149000,17200,18,1,4,LUMP_SUM,MEDIUM,SHORT_TERM_GOAL,75,LOW
43,107000,84400,3400,564000,194000,19200,7,1,3,LUMP_SUM,LOW,EMERGENCY_FUND,53,MEDIUM
25,33000,16000,8600,978000,130000,8400,8,1,4,MONTHLY,HIGH,WEALTH_CREATION,34,HIGH
56,52000,41600,4800,256000,19000,5600,1,1,1,MONTHLY,LOW,WEALTH_CREATION,40,MEDIUM
22,57000,38200,4200,55000,13000,14600,8,1,3,MONTHLY,MEDIUM,SHORT_TERM_GOAL,55,LOW
52,60000,33800,6500,554000,88000,19700,4,2,2,QUARTERLY,MEDIUM,SHORT_TERM_GOAL,59,MEDIUM
46,77000,50300,18000,372000,37000,8700,8,2,4,LUMP_SUM,MEDIUM,WEALTH_CREATION,63,HIGH
55,66000,25100,15500,159000,26000,25400,12,3,4,MONTHLY,MEDIUM,RETIREMENT,73,HIGH
23,153000,128400,0,3000000,1584000,47300,2,3,2,QUARTERLY,LOW,RETIREMENT,74,HIGH
45,25000,17000,3000,653000,138000,5000,7,4,5,MONTHLY,MEDIUM,WEALTH_CREATION,88,HIGH
65,72000,38500,31200,563000,119000,2300,8,3,2,LUMP_SUM,MEDIUM,TAX_SAVING,60,HIGH
22,34000,22300,3100,407000,11000,8600,6,3,2,QUARTERLY,MEDIUM,RETIREMENT,81,HIGH
55,49000,25900,5600,293000,35000,17500,7,3,2,QUARTERLY,HIGH,WEALTH_CREATION,52,LOW
60,53000,19300,30800,167000,55000,2900,12,2,3,QUARTERLY,LOW,TAX_SAVING,77,HIGH
43,37000,34000,0,649000,72000,13700,20,1,2,LUMP_SUM,HIGH,WEALTH_CREATION,31,MEDIUM
35,58000,43300,0,1450000,773000,17400,3,4,1,MONTHLY,HIGH,SHORT_TERM_GOAL,56,HIGH
32,90000,35200,43500,180000,6000,11300,5,4,5,MONTHLY,HIGH,EMERGENCY_FUND,74,MEDIUM
55,123000,93000,24000,342000,184000,6000,14,3,1,RARELY,LOW,TAX_SAVING,61,HIGH
29,60000,24100,24300,208000,97000,11600,1,2,3,QUARTERLY,HIGH,EMERGENCY_FUND,61,LOW
64,55000,19500,24300,454000,96000,11200,9,1,1,MONTHLY,LOW,EMERGENCY_FUND,57,MEDIUM
52,191000,93400,61500,2249000,285000,36100,1,3,2,MONTHLY,HIGH,RETIREMENT,71,HIGH
35,36000,20200,9000,472000,135000,6800,14,3,2,LUMP_SUM,LOW,EMERGENCY_FUND,72,HIGH
36,99000,64800,19900,2594000,483000,14300,12,1,1,MONTHLY,HIGH,TAX_SAVING,30,HIGH
53,79000,52200,22700,1592000,647000,4100,6,3,2,MONTHLY,MEDIUM,TAX_SAVING,74,HIGH
38,24000,17100,1600,381000,143000,5300,5,2,3,MONTHLY,HIGH,SHORT_TERM_GOAL,53,MEDIUM
51,83000,55500,23200,847000,119000,4300,2,3,3,QUARTERLY,HIGH,SHORT_TERM_GOAL,65,MEDIUM
27,31000,17200,3000,539000,51000,10800,19,1,2,MONTHLY,HIGH,TAX_SAVING,42,HIGH
35,144000,91400,34300,1894000,220000,18300,8,1,3,MONTHLY,LOW,TAX_SAVING,70,HIGH
55,162000,85900,58500,1402000,341000,17600,16,2,2,RARELY,LOW,RETIREMENT,55,HIGH
48,32000,19800,5500,492000,47000,6700,16,2,2,MONTHLY,MEDIUM,EMERGENCY_FUND,70,HIGH
37,35000,26900,4100,357000,185000,4000,1,4,5,RARELY,MEDIUM,RETIREMENT,87,HIGH
49,58000,53300,0,1621000,112000,16800,13,3,2,MONTHLY,HIGH,EMERGENCY_FUND,48,HIGH
48,32000,16300,0,280000,43000,17600,13,3,2,MONTHLY,HIGH,WEALTH_CREATION,57,MEDIUM
40,103000,45100,49600,329000,74000,8300,13,4,3,MONTHLY,HIGH,RETIREMENT,64,HIGH
43,22000,17400,300,455000,137000,4300,2,1,1,MONTHLY,LOW,SHORT_TERM_GOAL,55,HIGH
41,66000,49700,0,652000,162000,23400,11,1,4,LUMP_SUM,MEDIUM,WEALTH_CREATION,63,MEDIUM
36,106000,73400,14100,1229000,326000,18500,3,1,4,MONTHLY,HIGH,WEALTH_CREATION,42,HIGH
50,42000,16800,19900,247000,47000,5300,7,1,4,MONTHLY,LOW,WEALTH_CREATION,81,HIGH
22,145000,115200,14100,953000,412000,15700,12,4,3,LUMP_SUM,LOW,WEALTH_CREATION,67,HIGH
41,229000,134200,66500,5465000,361000,28300,1,1,2,MONTHLY,MEDIUM,WEALTH_CREATION,32,HIGH
49,70000,55600,0,301000,229000,19200,3,4,4,MONTHLY,HIGH,EMERGENCY_FUND,80,LOW
50,29000,13800,5100,346000,157000,10100,13,1,4,QUARTERLY,HIGH,WEALTH_CREATION,60,HIGH
59,77000,70800,0,1916000,223000,27200,8,1,2,MONTHLY,HIGH,SHORT_TERM_GOAL,59,MEDIUM
36,172000,78800,49200,2312000,1091000,44000,10,2,3,MONTHLY,MEDIUM,RETIREMENT,78,HIGH
33,170000,114000,16800,2412000,345000,39200,5,3,5,RARELY,HIGH,SHORT_TERM_GOAL,71,MEDIUM
23,47000,34900,9700,432000,113000,2400,10,1,4,RARELY,MEDIUM,TAX_SAVING,56,HIGH
22,44000,30200,5800,189000,9000,8000,9,4,1,QUARTERLY,LOW,WEALTH_CREATION,81,HIGH
41,20000,11500,4600,336000,132000,3900,2,2,4,RARELY,HIGH,RETIREMENT,44,MEDIUM
59,37000,28200,500,337000,67000,8300,5,2,5,QUARTERLY,HIGH,EMERGENCY_FUND,65,LOW
58,37000,17100,5200,489000,127000,14700,23,3,4,LUMP_SUM,LOW,WEALTH_CREATION,75,HIGH
32,24000,17300,0,212000,2000,10100,7,2,2,MONTHLY,MEDIUM,TAX_SAVING,65,LOW
35,41000,21600,18400,650000,366000,1000,6,1,2,RARELY,MEDIUM,WEALTH_CREATION,42,HIGH
27,275000,142000,87700,2303000,467000,45300,6,1,4,MONTHLY,MEDIUM,SHORT_TERM_GOAL,66,HIGH
58,103000,82600,0,1942000,178000,24400,7,1,3,MONTHLY,MEDIUM,RETIREMENT,56,HIGH
26,97000,59000,3100,1296000,317000,34900,9,1,5,LUMP_SUM,LOW,SHORT_TERM_GOAL,68,HIGH
60,86000,19100,55800,193000,70000,11100,3,1,2,LUMP_SUM,LOW,WEALTH_CREATION,61,HIGH
48,47000,31700,7300,184000,23000,8000,4,2,5,RARELY,LOW,WEALTH_CREATION,90,HIGH
59,96000,71600,0,3526000,206000,44100,12,4,1,MONTHLY,MEDIUM,WEALTH_CREATION,81,HIGH
34,36000,18400,9500,263000,13000,8100,9,1,3,QUARTERLY,HIGH,WEALTH_CREATION,49,MEDIUM
53,56000,35600,6600,1456000,370000,13800,10,4,1,QUARTERLY,LOW,WEALTH_CREATION,76,HIGH
27,150000,86800,10700,430000,181000,52500,10,2,2,MONTHLY,LOW,WEALTH_CREATION,75,HIGH
49,63000,31400,14000,423000,96000,17600,17,5,4,LUMP_SUM,MEDIUM,WEALTH_CREATION,88,HIGH
63,39000,32400,0,736000,26000,15200,7,5,3,RARELY,HIGH,WEALTH_CREATION,64,HIGH
26,195000,173400,16600,3082000,123000,5000,21,3,2,LUMP_SUM,MEDIUM,RETIREMENT,72,HIGH
45,68000,47200,12300,916000,275000,8500,14,2,3,RARELY,LOW,RETIREMENT,60,HIGH
32,23000,12900,9800,66000,17000,300,6,1,2,LUMP_SUM,LOW,EMERGENCY_FUND,56,MEDIUM
27,23000,12200,3500,633000,14000,7300,6,1,4,QUARTERLY,MEDIUM,TAX_SAVING,59,HIGH
63,81000,66700,8200,974000,572000,6100,7,1,4,RARELY,LOW,WEALTH_CREATION,65,HIGH
56,46000,37600,3100,1081000,520000,5300,1,3,2,MONTHLY,HIGH,RETIREMENT,57,HIGH
22,75000,43800,28800,399000,132000,2400,8,5,2,LUMP_SUM,LOW,SHORT_TERM_GOAL,89,HIGH
39,193000,91100,89500,3791000,442000,12400,13,4,3,MONTHLY,HIGH,RETIREMENT,53,HIGH
36,33000,14400,5200,359000,48000,13400,11,3,2,MONTHLY,LOW,WEALTH_CREATION,85,HIGH
45,21000,8300,9000,252000,50000,3700,12,1,2,MONTHLY,LOW,WEALTH_CREATION,49,HIGH
28,42000,22600,0,583000,285000,23100,1,3,3,LUMP_SUM,LOW,SHORT_TERM_GOAL,61,MEDIUM
54,52000,31500,3000,412000,134000,17500,1,1,1,QUARTERLY,MEDIUM,RETIREMENT,58,LOW
52,120000,103100,0,4662000,910000,18400,1,2,1,RARELY,HIGH,RETIREMENT,28,HIGH
59,24000,9900,11200,55000,29000,2900,3,3,2,MONTHLY,MEDIUM,WEALTH_CREATION,79,HIGH
34,38000,27300,8600,308000,8000,2100,4,3,4,MONTHLY,HIGH,RETIREMENT,74,HIGH
34,29000,7400,14700,189000,56000,6900,3,1,2,MONTHLY,LOW,WEALTH_CREATION,66,HIGH
61,26000,18900,1700,227000,23000,5400,6,4,2,MONTHLY,HIGH,SHORT_TERM_GOAL,74,MEDIUM
23,55000,28600,16300,1352000,94000,10100,22,3,3,MONTHLY,MEDIUM,WEALTH_CREATION,73,HIGH
39,155000,92300,33000,704000,256000,29700,19,5,3,RARELY,HIGH,WEALTH_CREATION,61,HIGH
43,88000,75200,0,1450000,425000,28200,18,2,4,QUARTERLY,HIGH,RETIREMENT,68,HIGH
59,74000,55700,0,523000,238000,26700,19,2,1,RARELY,HIGH,EMERGENCY_FUND,14,LOW
36,28000,20800,4800,637000,328000,2400,7,1,5,RARELY,HIGH,SHORT_TERM_GOAL,76,HIGH
36,52000,30300,16100,183000,106000,5600,19,2,1,LUMP_SUM,LOW,TAX_SAVING,52,HIGH
21,35000,21500,900,1043000,261000,12600,6,4,1,MONTHLY,LOW,WEALTH_CREATION,84,HIGH
27,49000,21100,24800,180000,36000,3100,9,2,5,MONTHLY,MEDIUM,SHORT_TERM_GOAL,68,HIGH
33,41000,31900,0,1149000,145000,19600,21,2,5,MONTHLY,HIGH,RETIREMENT,74,HIGH
41,88000,56200,26800,645000,28000,5000,3,2,2,MONTHLY,LOW,WEALTH_CREATION,78,HIGH
40,44000,25100,16100,328000,119000,2800,1,2,2,RARELY,MEDIUM,SHORT_TERM_GOAL,58,MEDIUM
52,79000,54700,17100,596000,158000,7200,8,4,1,LUMP_SUM,HIGH,TAX_SAVING,53,HIGH
21,46000,42300,0,1713000,843000,4600,16,1,2,MONTHLY,MEDIUM,TAX_SAVING,41,HIGH
57,61000,47800,6600,1416000,1056000,6600,7,1,1,MONTHLY,MEDIUM,SHORT_TERM_GOAL,60,HIGH
40,49000,40100,0,777000,21000,9200,16,2,4,LUMP_SUM,MEDIUM,RETIREMENT,93,HIGH
25,61000,33200,9300,600000,190000,18500,4,1,1,MONTHLY,LOW,SHORT_TERM_GOAL,69,MEDIUM
39,27000,15900,10000,96000,13000,1100,1,2,4,MONTHLY,MEDIUM,TAX_SAVING,64,MEDIUM
43,64000,40700,6100,550000,96000,17200,1,1,2,MONTHLY,LOW,WEALTH_CREATION,63,HIGH
33,146000,79200,31000,570000,90000,35800,14,5,2,MONTHLY,HIGH,WEALTH_CREATION,94,MEDIUM
42,74000,43700,2600,310000,13000,27700,2,2,2,MONTHLY,MEDIUM,RETIREMENT,56,LOW
65,49000,38500,0,2427000,646000,22400,15,2,5,RARELY,LOW,EMERGENCY_FUND,78,HIGH
26,111000,69900,26300,664000,354000,14800,16,2,4,MONTHLY,HIGH,SHORT_TERM_GOAL,69,HIGH
46,38000,23500,9100,265000,45000,5400,10,3,4,QUARTERLY,MEDIUM,WEALTH_CREATION,91,HIGH
61,29000,19600,1300,319000,56000,8100,1,2,5,QUARTERLY,LOW,EMERGENCY_FUND,89,HIGH
44,49000,28700,0,713000,252000,26900,3,4,1,MONTHLY,MEDIUM,RETIREMENT,82,HIGH
54,133000,122300,0,2162000,1359000,44500,6,5,4,LUMP_SUM,MEDIUM,WEALTH_CREATION,93,HIGH
55,29000,19400,7900,452000,112000,1700,9,2,1,MONTHLY,MEDIUM,WEALTH_CREATION,61,HIGH
32,52000,34200,8400,560000,210000,9400,7,1,4,MONTHLY,MEDIUM,SHORT_TERM_GOAL,58,HIGH
40,65000,46300,2700,372000,49000,16000,3,2,4,MONTHLY,HIGH,WEALTH_CREATION,79,HIGH
31,59000,39500,7200,471000,213000,12300,1,3,2,MONTHLY,LOW,SHORT_TERM_GOAL,60,HIGH
30,33000,16200,6700,342000,26000,10100,23,4,4,QUARTERLY,LOW,WEALTH_CREATION,94,HIGH
44,189000,158400,15000,408000,48000,15600,1,3,5,MONTHLY,MEDIUM,RETIREMENT,91,HIGH
56,104000,40500,41100,545000,132000,22400,11,3,4,RARELY,LOW,EMERGENCY_FUND,66,HIGH
54,26000,13100,8800,75000,11000,4100,4,1,2,LUMP_SUM,MEDIUM,RETIREMENT,28,LOW
53,77000,58600,800,560000,229000,17600,5,1,2,MONTHLY,MEDIUM,TAX_SAVING,50,MEDIUM
35,99000,52900,39100,390000,17000,7000,9,2,5,QUARTERLY,HIGH,WEALTH_CREATION,70,HIGH
61,138000,103000,0,1255000,320000,35800,2,3,2,QUARTERLY,MEDIUM,TAX_SAVING,61,MEDIUM
23,60000,39400,11300,256000,25000,9300,5,4,3,MONTHLY,HIGH,EMERGENCY_FUND,86,MEDIUM
33,62000,23800,29200,707000,208000,9000,15,1,4,RARELY,MEDIUM,WEALTH_CREATION,65,HIGH
25,220000,149100,40200,3239000,1132000,30700,11,2,2,MONTHLY,MEDIUM,WEALTH_CREATION,78,HIGH
47,48000,35700,4900,609000,159000,7400,2,4,2,MONTHLY,MEDIUM,WEALTH_CREATION,92,HIGH
49,33000,15400,8400,304000,49000,9200,13,2,3,QUARTERLY,MEDIUM,WEALTH_CREATION,76,HIGH
37,69000,37700,4600,99000,16000,26700,17,3,4,MONTHLY,MEDIUM,EMERGENCY_FUND,72,HIGH
49,74000,51400,0,2235000,355000,40700,3,1,1,MONTHLY,LOW,WEALTH_CREATION,59,HIGH
54,140000,51700,31100,720000,12000,57200,12,2,1,QUARTERLY,MEDIUM,SHORT_TERM_GOAL,51,LOW
30,107000,69400,23000,3170000,189000,14600,14,1,1,MONTHLY,MEDIUM,EMERGENCY_FUND,47,HIGH
43,32000,27000,0,223000,110000,9900,1,3,2,RARELY,HIGH,TAX_SAVING,61,LOW
44,45000,31000,8300,1128000,194000,5700,7,2,2,LUMP_SUM,MEDIUM,RETIREMENT,48,HIGH
50,26000,14400,7900,189000,34000,3700,21,3,1,RARELY,LOW,TAX_SAVING,60,HIGH
38,75000,49200,16800,19000,6000,9000,7,3,3,MONTHLY,MEDIUM,WEALTH_CREATION,60,HIGH
61,66000,48600,6000,1726000,278000,11400,13,1,2,LUMP_SUM,LOW,WEALTH_CREATION,56,HIGH
33,50000,30000,4000,260000,54000,16000,4,2,2,RARELY,MEDIUM,TAX_SAVING,45,LOW
43,79000,41000,18800,436000,28000,19200,2,4,3,MONTHLY,MEDIUM,RETIREMENT,98,HIGH
23,20000,10600,8500,48000,15000,900,12,1,2,MONTHLY,HIGH,WEALTH_CREATION,34,HIGH
37,99000,36300,46900,705000,54000,15800,10,5,3,LUMP_SUM,LOW,TAX_SAVING,86,HIGH
50,45000,24600,2000,377000,133000,18400,13,1,3,MONTHLY,MEDIUM,WEALTH_CREATION,67,HIGH
23,90000,26300,56600,442000,198000,7100,6,1,5,LUMP_SUM,HIGH,RETIREMENT,73,HIGH
23,79000,72600,0,716000,356000,13500,1,2,2,MONTHLY,MEDIUM,TAX_SAVING,68,MEDIUM
28,35000,24900,4900,219000,130000,5200,1,4,3,MONTHLY,LOW,RETIREMENT,85,HIGH
60,75000,49200,6100,485000,112000,19700,13,1,2,RARELY,MEDIUM,WEALTH_CREATION,40,LOW
57,47000,24500,14600,190000,19000,7900,2,2,3,LUMP_SUM,HIGH,WEALTH_CREATION,45,LOW
26,128000,80000,13600,717000,395000,34400,3,1,2,RARELY,MEDIUM,TAX_SAVING,32,MEDIUM
36,48000,24600,6100,382000,10000,17300,18,4,3,LUMP_SUM,MEDIUM,WEALTH_CREATION,91,HIGH
65,96000,34200,9000,406000,188000,52800,3,3,2,MONTHLY,HIGH,WEALTH_CREATION,50,MEDIUM
21,112000,81300,15100,507000,52000,15600,1,1,1,MONTHLY,HIGH,WEALTH_CREATION,42,LOW
57,151000,68100,32100,1603000,566000,50800,12,1,3,QUARTERLY,LOW,TAX_SAVING,60,HIGH
31,20000,13500,0,747000,237000,7400,4,3,2,QUARTERLY,HIGH,WEALTH_CREATION,41,HIGH
26,96000,64100,26500,2284000,994000,5400,4,1,3,MONTHLY,MEDIUM,WEALTH_CREATION,44,HIGH
56,55000,20700,23400,466000,102000,10900,9,2,5,QUARTERLY,MEDIUM,WEALTH_CREATION,70,HIGH
65,52000,36400,0,1067000,245000,16700,7,5,2,MONTHLY,MEDIUM,RETIREMENT,88,HIGH
43,87000,72100,12300,421000,201000,2600,19,5,1,MONTHLY,HIGH,WEALTH_CREATION,63,HIGH
27,54000,32500,0,619000,5000,25200,3,4,3,QUARTERLY,HIGH,RETIREMENT,79,MEDIUM
61,69000,37500,8000,822000,347000,23500,8,1,1,QUARTERLY,MEDIUM,EMERGENCY_FUND,39,LOW
23,34000,28600,0,623000,124000,10800,8,2,1,LUMP_SUM,HIGH,RETIREMENT,37,MEDIUM
65,84000,34700,29900,625000,73000,19400,1,2,4,MONTHLY,MEDIUM,SHORT_TERM_GOAL,67,MEDIUM
47,53000,31200,11900,550000,115000,9900,13,4,3,QUARTERLY,HIGH,RETIREMENT,78,HIGH
55,64000,49400,3200,320000,60000,11400,7,2,2,RARELY,HIGH,SHORT_TERM_GOAL,55,LOW
43,52000,39500,9700,337000,156000,2800,17,1,4,RARELY,HIGH,WEALTH_CREATION,42,HIGH
45,98000,33100,35400,299000,32000,29500,7,1,2,LUMP_SUM,HIGH,WEALTH_CREATION,35,MEDIUM
44,98000,49300,9000,1422000,523000,39700,4,4,2,LUMP_SUM,MEDIUM,SHORT_TERM_GOAL,79,MEDIUM
25,70000,60600,3900,1445000,343000,5500,6,1,2,QUARTERLY,HIGH,TAX_SAVING,47,HIGH
22,109000,54100,31900,295000,76000,23000,11,4,4,MONTHLY,LOW,RETIREMENT,100,HIGH
48,150000,38600,61200,3280000,1023000,50200,5,1,2,LUMP_SUM,MEDIUM,SHORT_TERM_GOAL,44,HIGH
62,82000,49500,18100,2943000,1409000,14400,11,2,4,MONTHLY,MEDIUM,WEALTH_CREATION,64,HIGH
51,74000,52500,0,1575000,898000,25100,6,4,5,QUARTERLY,HIGH,WEALTH_CREATION,93,HIGH
42,52000,30100,14400,228000,51000,7500,15,3,5,MONTHLY,LOW,TAX_SAVING,88,HIGH
47,86000,73700,0,795000,188000,17800,1,3,4,QUARTERLY,LOW,WEALTH_CREATION,85,HIGH
27,86000,79100,0,1627000,656000,23000,13,3,4,MONTHLY,LOW,TAX_SAVING,87,HIGH
44,89000,64100,13400,465000,52000,11500,15,3,3,LUMP_SUM,LOW,WEALTH_CREATION,67,HIGH
51,93000,80500,0,2027000,1111000,27600,13,1,2,MONTHLY,MEDIUM,TAX_SAVING,61,HIGH
41,51000,26800,11900,938000,672000,12300,8,2,3,QUARTERLY,MEDIUM,TAX_SAVING,63,HIGH
54,129000,77200,14300,2115000,574000,37500,11,1,2,LUMP_SUM,MEDIUM,TAX_SAVING,44,HIGH
61,45000,20500,19300,361000,31000,5200,8,2,1,RARELY,MEDIUM,WEALTH_CREATION,53,HIGH
36,55000,50600,0,1207000,108000,22900,14,2,5,MONTHLY,HIGH,SHORT_TERM_GOAL,73,HIGH
30,76000,39900,27300,695000,201000,8800,2,2,3,RARELY,LOW,TAX_SAVING,57,HIGH
21,59000,30000,8100,433000,72000,20900,2,1,4,MONTHLY,HIGH,WEALTH_CREATION,77,MEDIUM
39,87000,59800,22500,605000,109000,4700,5,1,4,RARELY,MEDIUM,TAX_SAVING,71,HIGH
57,23000,10600,3300,228000,30000,9100,12,4,3,MONTHLY,LOW,SHORT_TERM_GOAL,79,HIGH
34,82000,54500,20800,564000,98000,6700,2,2,3,MONTHLY,HIGH,RETIREMENT,64,MEDIUM
49,130000,75800,41700,234000,24000,12500,13,4,1,QUARTERLY,MEDIUM,WEALTH_CREATION,79,HIGH
64,50000,34200,10900,485000,242000,4900,11,2,2,MONTHLY,MEDIUM,WEALTH_CREATION,62,HIGH
55,39000,24900,12900,360000,33000,1200,3,4,2,LUMP_SUM,HIGH,EMERGENCY_FUND,51,LOW
30,60000,21500,15700,1057000,434000,22800,5,1,3,QUARTERLY,MEDIUM,WEALTH_CREATION,58,HIGH
49,90000,65300,13800,1640000,84000,10900,15,4,3,MONTHLY,MEDIUM,WEALTH_CREATION,72,HIGH
31,88000,57800,10900,645000,142000,19300,1,2,1,MONTHLY,HIGH,EMERGENCY_FUND,37,LOW
38,61000,46000,3200,302000,18000,11800,10,4,4,LUMP_SUM,HIGH,WEALTH_CREATION,80,HIGH
30,50000,29100,9400,1467000,71000,11500,7,3,3,MONTHLY,LOW,WEALTH_CREATION,91,HIGH
25,70000,31100,38500,342000,116000,400,17,2,5,MONTHLY,HIGH,EMERGENCY_FUND,81,HIGH
